,level_0,index,production_countries,popularity,vote_average,overview,genres,keywords,production_companies,weighted_rating,release_year,genre_embedding,keywords_embedding,production_comp_embedding,production_count_embedding
1292,1292,1922,['france'],19.2,6.667,"['although', 'living', 'comfortable', 'life', 'charming', 'town', 'south', 'france', 'julie', 'feeling', 'depressed', 'please', 'philippe', 'abrams', 'post', 'office', 'administrator', 'husband', 'tries', 'obtain', 'transfer', 'seaside', 'town', 'french', 'riviera', 'cost', 'trouble', 'caught', 'trying', 'scam', 'inspector', 'philippe', 'immediately', 'banished', 'distant', 'unheard', 'town', 'bergues', 'far', 'north', 'france']","['comedy', 'drama', 'romance']","['jealousy', 'clock', 'tower', 'provence', 'southern', 'france', 'lie', 'postman', 'mama', 'boy', 'bias', 'local', 'speciality', 'relocation', 'prejudice', 'cultural', 'difference', 'job', 'transfer', 'northern', 'france', 'bell', 'tower', 'postal', 'worker', 'hospitality', 'community', 'spirit', 'dialect', 'small', 'community', 'wine', 'drinking', 'unhappy', 'marriage', 'social', 'prejudices', 'accents', 'disability', 'fraud']","['tf1 films production', 'pathé renn productions', 'hirsch', 'les productions du chicon', 'cnc', 'centre régional des ressources audiovisuelles (crrav)', 'cinécinéma', 'région nord-pas-de-calais', 'canal+']",6.797528844593499,2000s,"[-0.00434431  0.0539721   0.10595378 -0.0187284   0.08730647 -0.04468722
  0.06967971  0.09064702 -0.12024985 -0.01250793]","[-0.00606805  0.10208907  0.5679893  -0.09785986  0.14025778  0.18536341
  0.72075826  0.42018762 -0.4338278  -0.42403463]",[ 0.0153197   0.24881986  0.3080225   0.06878958 -0.00193478],[ 0.15300386 -0.0270757  -0.08676045  0.135124   -0.10687503]
1293,1293,1745,"['czech republic', 'united states of america', 'united kingdom']",16.933,6.682,"['frederick', 'abberline', 'inspector', 'scotland', 'yard', 'falls', 'one', 'jack', 'ripper', 'prostitute', 'targets', 'hughes', 'brothers', 'adaption', 'graphic', 'novel', 'posits', 'ripper', 'true', 'identity']","['horror', 'mystery', 'thriller']","['london', 'england', 'loss', 'loved', 'one', 'drug', 'addiction', 'jack', 'ripper', 'based', 'comic', 'united', 'kingdom']","['underworld entertainment', '20th century fox']",6.797488230862654,2000s,"[-0.03597524  0.01136774 -0.0012784  -0.06118296  0.08657295  0.00690908
  0.0986619   0.14042115 -0.04211869  0.05724411]","[-0.05267975  0.12522627  0.61387175 -0.06510273  0.08264132  0.20472358
  0.64364284  0.522269   -0.4146129  -0.46241853]",[ 0.0276906   0.4818214   0.52601224 -0.11796091 -0.32424453],[-0.07279584  0.06966176  0.14381105  0.04305519 -0.13837245]
1294,1294,1832,"['france', 'guadaloupe', 'russia', 'serbia', 'united states of america']",32.6,6.673,"['beneath', 'anna', 'poliatova', 'striking', 'beauty', 'lies', 'secret', 'unleash', 'indelible', 'strength', 'skill', 'become', 'one', 'world', 'feared', 'government', 'assassins']","['thriller', 'action']","['cia', 'paris', 'france', 'cold', 'war', 'kgb', 'female', 'assassin', 'lgbt', 'modeling', 'professional', 'assassin', 'milan', 'italy']","['europacorp', 'tf1 films production', 'summit entertainment', 'work in progress', 'fetish film', 'skyprod', 'ondamax films']",6.796873208319087,2010s,"[-0.06651464  0.07550588  0.01080682 -0.07151869  0.07690605 -0.05102378
  0.10123891  0.15821382 -0.14310645 -0.00579004]","[ 0.08237088  0.07351132  0.71276075 -0.10671639  0.06066242  0.25669718
  0.6853021   0.38945898 -0.33674136 -0.40721634]",[ 0.14558794  0.28866112  0.42849955  0.10781112 -0.02730262],[ 0.07330333 -0.00958458  0.00946135  0.15941006 -0.15074715]
1295,1295,1503,"['australia', 'united states of america']",16.035,6.697,"['simon', 'robyn', 'young', 'married', 'couple', 'whose', 'life', 'going', 'planned', 'chance', 'simon', 'high', 'school', 'acquaintance', 'sends', 'world', 'tailspin']","['thriller', 'mystery', 'drama']","['chicago', 'illinois', 'husband', 'wife', 'relationship', 'married', 'couple', 'phobia', 'psychological', 'thriller', 'los', 'angeles', 'california', 'suburb', 'dog', 'new', 'home', 'next', 'door', 'neighbor', 'moving', 'new', 'job', 'dinner', 'party', 'odd', 'secrecy', 'gift', 'anxiety', 'high', 'school', 'classmates', 'unexpected', 'visit', 'work', 'home']","['blumhouse productions', 'blue-tongue films', 'ahimsa films']",6.796707455031495,2010s,"[-0.03770447  0.04214868  0.03726668 -0.05799386  0.04809761 -0.04316116
  0.10397524  0.14866467 -0.05144116  0.04623148]","[ 0.05926816  0.05767427  0.4291757  -0.1393488   0.30110377  0.22580852
  0.7558318   0.46116927 -0.5842542  -0.44812763]",[ 0.17419168  0.27443343  0.3195319  -0.07147586 -0.04428571],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1296,1296,2046,['united states of america'],23.052,6.656,"['greatest', 'olympic', 'wrestling', 'champion', 'brother', 'team', 'joins', 'team', 'foxcatcher', 'led', 'multimillionaire', 'sponsor', 'john', 'du', 'pont', 'train', 'games', 'seoul', 'union', 'leads', 'unlikely', 'circumstances']","['drama', 'thriller']","['sports', 'wrestling', 'biography', 'based', 'true', 'story', 'relationship']","['annapurna pictures', 'mrc', 'likely story', 'full nelson entertainment', 'sony pictures classics']",6.796481093286905,2010s,"[-0.09380793  0.07205054  0.04250262 -0.04143938  0.03166717 -0.06912869
  0.09347881  0.17090708 -0.09778493  0.02339003]","[-0.00650397  0.10109466  0.4883581  -0.01459514  0.13710539  0.25063327
  0.78289086  0.4013703  -0.39344147 -0.48365012]",[ 0.11431496  0.13448997  0.16147868  0.0346788  -0.09669133],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1297,1297,882,['united states of america'],26.074,6.733,"['total', 'humiliation', 'thirteenth', 'birthday', 'party', 'jenna', 'rink', 'wants', 'hide', 'thirty', 'little', 'magic', 'wish', 'granted', 'turns', 'thirty', 'always', 'awesome', 'thought', 'would']","['comedy', 'fantasy', 'romance']","['new', 'york', 'city', 'photographer', 'time', 'travel', 'wish', 'child', 'adult', 'friends', 'love', 'age', 'change', 'time', 'jump']","['columbia pictures', 'revolution studios', 'thirteen productions']",6.796073323221885,2000s,"[ 0.01555618  0.08321962  0.08721498 -0.08251258  0.13716686 -0.0198155
  0.07283393  0.05828495 -0.11427077 -0.03044378]","[ 0.08569798  0.00782521  0.5298194  -0.19012477  0.09320719  0.27814966
  0.83993345  0.41037998 -0.4209653  -0.27471712]",[ 0.04356904  0.31012043  0.2576204  -0.0027857  -0.1723716 ],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1298,1298,1194,['united states of america'],35.324,6.712,"['vacation', 'time', 'carter', 'finds', 'alongside', 'lee', 'hong', 'kong', 'wishing', 'excitement', 'carter', 'wants', 'party', 'meet', 'ladies', 'lee', 'track', 'triad', 'gang', 'lord', 'may', 'responsible', 'killing', 'two', 'men', 'american', 'embassy', 'things', 'get', 'complicated', 'pair', 'stumble', 'onto', 'counterfeiting', 'plot', 'boys', 'soon', 'necks', 'fist', 'fights', 'situations', 'trip', 'back', 'may', 'provide', 'answers', 'bombing', 'counterfeiting', 'true', 'allegiance', 'sexy', 'customs', 'agent', 'isabella']","['action', 'comedy', 'crime']","['martial', 'arts', 'los', 'angeles', 'california', 'criminal', 'investigation', 'interracial', 'friendship', 'buddy', 'cop', 'duringcreditsstinger', 'action', 'hero', 'good', 'versus', 'evil']","['new line cinema', 'roger birnbaum productions']",6.794328460026815,2000s,"[ 0.00466721  0.06688152  0.09328267 -0.0188103   0.06774872 -0.04440881
  0.12911813  0.09193534 -0.1677122  -0.03088533]","[ 0.09372233 -0.04071101  0.7102818  -0.18207075  0.22729063  0.23706582
  0.57303435  0.5323825  -0.3616887  -0.5026705 ]",[-0.10814606  0.22182699  0.4686183  -0.13856407 -0.11069841],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1299,1299,1966,['france'],20.205,6.654,"['marseilles', 'france', 'skilled', 'pizza', 'delivery', 'boy', 'daniel', 'drives', 'scooter', 'finally', 'dreams', 'come', 'true', 'gets', 'taxi', 'license', 'caught', 'police', 'huge', 'speed', 'infraction', 'help', 'emilien', 'loser', 'inspector', 'ca', 'drive', 'track', 'german', 'bank', 'robbers', 'lose', 'license', 'dream', 'job']","['comedy', 'action', 'crime', 'adventure']","['taxi', 'taxi', 'driver', 'marseille', 'france', 'pizza', 'boy', 'pizza', 'delivery', 'police', 'officer', 'bank', 'robbery']","['europacorp', 'arp sélection', 'cofimage 9', 'studio image 4', 'canal+', 'tf1 films production', 'tf1 international', 'studiocanal']",6.792432249965534,1990s,"[-0.03051442  0.06446501  0.11758851 -0.05539443  0.07478763 -0.04976513
  0.15187238  0.08015358 -0.1606648  -0.03827067]","[-0.04468771  0.10272021  0.6177986  -0.05226498  0.25845858  0.29433477
  0.62180406  0.49150732 -0.40846047 -0.51338345]",[ 0.1292089   0.27727956  0.34051853  0.10627095 -0.02281828],[ 0.15300386 -0.0270757  -0.08676045  0.135124   -0.10687503]
1300,1300,1697,['united states of america'],39.701,6.676,"['single', 'mother', 'gives', 'son', 'beloved', 'doll', 'birthday', 'discover', 'possessed', 'soul', 'serial', 'killer']",['horror'],"['chicago', 'illinois', 'birthday', 'gun', 'voodoo', 'stalker', 'evil', 'doll', 'murder', 'killer', 'doll', 'serial', 'killer', 'slasher', 'explosion', 'single', 'mother', 'killer', 'doll', 'evil', 'killer', 'toys', 'toy', 'comes', 'life', 'possessed', 'doll', 'supernatural', 'power', 'mother', 'son', 'falling', 'window']","['united artists', 'david kirschner productions']",6.792419082446166,1980s,"[-0.03226936 -0.05464656 -0.00915813  0.0270421   0.08656979  0.05237694
  0.13515773  0.13245222 -0.10732877 -0.0123333 ]","[ 0.10139073  0.00584523  0.64246005 -0.04604727  0.14473033  0.13092259
  0.6768728   0.40367368 -0.44620472 -0.50498104]",[ 0.18039608  0.23238632  0.10101912  0.03764688 -0.00686882],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1301,1301,2095,['united kingdom'],27.879,6.644,"['criminal', 'organization', 'obtained', 'two', 'nuclear', 'bombs', 'asking', 'million', 'pound', 'ransom', 'form', 'diamonds', 'seven', 'days', 'use', 'weapons', 'secret', 'service', 'sends', 'james', 'bond', 'bahamas', 'save', 'world']","['adventure', 'action', 'thriller']","['sea', 'florida', 'paris', 'france', 'spy', 'fighter', 'pilot', 'bahamas', 'sanatorium', 'secret', 'organization', 'nuclear', 'missile', 'coral', 'reef', 'secret', 'agent', 'scuba', 'diving', 'british', 'spy', 'shark', 'scuba', 'british', 'secret', 'service', 'big', 'ben']",['eon productions'],6.792195278850251,1960s,"[-0.0896962   0.06940907  0.07070655 -0.10272807  0.08323882 -0.05596055
  0.14087097  0.12041197 -0.14191185 -0.02400225]","[-0.02480255  0.03936959  0.7475005  -0.24280347 -0.06714962  0.41266134
  0.79152507  0.29906455 -0.24266024 -0.23938553]",[ 0.03594887 -0.05865411  0.28509834  0.20087278 -0.09213513],[-0.13919449  0.13141698  0.18193896 -0.09758576 -0.08212562]
1302,1302,1216,['united kingdom'],12.82,6.706,"['jack', 'malik', 'struggling', 'english', 'seaside', 'town', 'whose', 'dreams', 'fame', 'rapidly', 'fading', 'despite', 'fierce', 'devotion', 'support', 'childhood', 'best', 'friend', 'ellie', 'freak', 'bus', 'accident', 'mysterious', 'global', 'blackout', 'jack', 'wakes', 'discover', 'person', 'earth', 'remember', 'beatles']","['comedy', 'fantasy', 'music', 'romance']","['musician', 'record', 'collection', 'pop', 'singer', 'liverpool', 'england', 'music', 'festival', 'alternate', 'reality', 'united', 'kingdom', 'rock', 'concert', 'moral', 'dilemma']",['working title films'],6.79140265005363,2010s,"[ 0.01555618  0.08321962  0.08721498 -0.08251258  0.13716686 -0.0198155
  0.07283393  0.05828495 -0.11427077 -0.03044378]","[ 0.00224569  0.03764628  0.5151979  -0.20801993  0.2872442   0.24023178
  0.7908815   0.4100876  -0.3901177  -0.3783809 ]",[ 0.01682516  0.2073711   0.277586    0.14705291 -0.15043251],[-0.13919449  0.13141698  0.18193896 -0.09758576 -0.08212562]
1303,1303,1797,"['france', 'japan', 'united states of america']",23.092,6.666,"['retelling', 'france', 'iconic', 'queen', 'marie', 'antoinette', 'betrothal', 'marriage', 'louis', 'xvi', 'reign', 'queen', 'ultimately', 'fall', 'versailles']","['drama', 'history']","['infidelity', 'arranged', 'marriage', 'french', 'revolution', 'marie', 'antoinette', 'versailles', 'period', 'drama', 'theatre', 'audience', 'louis', 'xvi', 'bride', 'groom', 'death', 'king', 'applause', 'woman', 'director']","['columbia pictures', 'american zoetrope', 'pricel', 'tfc', 'commission du film france', 'commission du film île-de-france']",6.791245793510846,2000s,"[-0.03745704  0.03769625  0.1064771   0.0366094  -0.02885622 -0.0978338
  0.15109776  0.15718275 -0.1352962  -0.04537118]","[ 0.05914441  0.13281453  0.47937292 -0.15739754  0.15688865  0.15131065
  0.76394767  0.35089126 -0.559821   -0.46423787]",[ 0.10279646  0.12158614  0.16956969  0.01174248 -0.0871755 ],[ 0.07330333 -0.00958458  0.00946135  0.15941006 -0.15074715]
1304,1304,1827,['united states of america'],143.169,6.662,"['billy', 'batson', 'foster', 'siblings', 'transform', 'superheroes', 'saying', 'shazam', 'forced', 'get', 'back', 'action', 'fight', 'daughters', 'atlas', 'must', 'stop', 'using', 'weapon', 'could', 'destroy', 'world']","['comedy', 'action', 'fantasy']","['superhero', 'end', 'world', 'super', 'power', 'aftercreditsstinger', 'duringcreditsstinger', 'dc', 'extended', 'universe', 'dceu', 'teenager']","['new line cinema', 'the safran company', 'dc films']",6.790678380079411,2020s,"[ 0.02345832  0.09032643  0.07945506 -0.08099762  0.11186286 -0.0522182
  0.14321446  0.11338967 -0.1779546  -0.08586808]","[ 0.22367832 -0.27818617  0.83852285 -0.24874331 -0.24665332  0.05922311
  0.67778736  0.44971377 -0.27515194 -0.28775567]",[-0.11427193  0.21331978  0.24089305 -0.02186372 -0.08705464],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1305,1305,1870,"['united kingdom', 'united states of america']",20.765,6.656,"['pleasantly', 'plump', 'teenager', 'tracy', 'turnblad', 'auditions', 'baltimore', 'popular', 'dance', 'show', 'corny', 'collins', 'show', 'lands', 'prime', 'spot', 'newfound', 'fame', 'becomes', 'determined', 'help', 'friends', 'end', 'racial', 'segregation', 'staple', 'show']","['comedy', 'romance', 'drama']","['dance', 'dream', 'baltimore', 'usa', 'race', 'politics', 'musical', 'based', 'play', 'musical', 'equality', 'school', 'party', 'integration', 'overweight', 'woman', 'remake', 'teen', 'movie', 'agoraphobia', 'based', 'movie', 'suspicion', 'adultery', 'man', 'drag', 'dance', 'show', 'fat', 'shaming']","['offspring entertainment', 'new line cinema', 'zadan / meron productions', 'ingenious media']",6.789338529720333,2000s,"[-0.00434431  0.0539721   0.10595378 -0.0187284   0.08730647 -0.04468722
  0.06967971  0.09064702 -0.12024985 -0.01250793]","[ 0.11984323  0.02846794  0.5350715  -0.15437914  0.08357917  0.15131335
  0.7719543   0.46259758 -0.4368028  -0.38081333]",[-0.03433937  0.18682723  0.16637681 -0.10499571 -0.16429895],[-0.07279584  0.06966176  0.14381105  0.04305519 -0.13837245]
1306,1306,1773,['united states of america'],28.564,6.664,"['john', 'matrix', 'former', 'leader', 'special', 'commando', 'strike', 'force', 'always', 'got', 'toughest', 'jobs', 'done', 'forced', 'back', 'action', 'young', 'daughter', 'kidnapped', 'find', 'matrix', 'fight', 'way', 'array', 'punks', 'killers', 'one', 'former', 'commandos', 'fully', 'equipped', 'private', 'army', 'help', 'feisty', 'stewardess', 'old', 'friend', 'matrix', 'hours', 'overcome', 'greatest', 'challenge', 'finding', 'daughter', 'killed']","['action', 'adventure', 'thriller']","['daughter', 'martial', 'arts', 'fight', 'kidnapping', 'mercenary', 'lone', 'wolf', 'rescue', 'mission', 'father', 'us', 'army', 'gunfight', 'los', 'angeles', 'california', 'terrorism', 'action', 'hero']","['slm production group', 'silver pictures', '20th century fox']",6.788709539669529,1980s,"[-0.0896962   0.06940907  0.07070655 -0.10272807  0.08323882 -0.05596055
  0.14087097  0.12041197 -0.14191185 -0.02400225]","[ 0.0474554  -0.03023121  0.6719319  -0.09842863  0.20286484  0.27777576
  0.60295814  0.47242662 -0.37443176 -0.5413538 ]",[ 0.03560186  0.28386372  0.35580763 -0.1316831  -0.20507835],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1307,1307,538,"['germany', 'united states of america']",50.556,6.741,"['grinch', 'decides', 'rob', 'whoville', 'christmas', 'dash', 'kindness', 'little', 'cindy', 'lou', 'family', 'may', 'enough', 'melt', 'heart']","['family', 'comedy', 'fantasy']","['new', 'love', 'based', 'novel', 'book', 'holiday', 'christmas', 'party', 'village', 'santa', 'claus', 'surrealism', 'thief', 'public', 'humiliation', 'christmas', 'surreal', 'world']","['universal pictures', 'imagine entertainment', 'luni productions gmbh and company kg']",6.788229166630748,2000s,"[-0.02660843  0.10372128  0.10745237 -0.0781858   0.14749576 -0.06399361
  0.1252497   0.11830159 -0.14807883 -0.07755785]","[ 0.12102285  0.07480402  0.6019256  -0.13834618  0.05347431  0.1041242
  0.7966578   0.48270246 -0.38652194 -0.26520503]",[ 0.02810717  0.23033357  0.29731932 -0.06841383 -0.19518784],[-0.01978905  0.03386526  0.06420838  0.01036769 -0.19470239]
1308,1308,874,['united states of america'],44.96,6.722,"['ray', 'breslin', 'world', 'foremost', 'authority', 'structural', 'security', 'analyzing', 'every', 'high', 'security', 'prison', 'learning', 'vast', 'array', 'survival', 'skills', 'design', 'prisons', 'skills', 'put', 'test', 'framed', 'incarcerated', 'master', 'prison', 'designed', 'needs', 'escape', 'find', 'person', 'put', 'behind', 'bars']","['action', 'thriller']","['prison', 'ship', 'prisoner', 'escape', 'prison', 'escape']","['knightsbridge entertainment', 'summit entertainment', 'atmosphere entertainment mm', 'efo films', 'mark canton productions', 'envision entertainment', 'boies/schiller film group']",6.788038222388009,2010s,"[-0.06651464  0.07550588  0.01080682 -0.07151869  0.07690605 -0.05102378
  0.10123891  0.15821382 -0.14310645 -0.00579004]","[ 0.1352187   0.23105428  0.7887488   0.08485021  0.11513617  0.35065487
  0.5592091   0.45425317 -0.22286542 -0.52468145]",[0.09342721 0.1580111  0.2783626  0.12755196 0.04927011],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1309,1309,2081,"['canada', 'hong kong', 'united states of america']",23.905,6.635,"['two', 'unlikely', 'companions', 'embark', 'perilous', 'adventure', 'badlands', 'unexplored', 'planet', 'try', 'escape', 'dangerous', 'disorienting', 'reality', 'inner', 'thoughts', 'seen', 'heard', 'everyone']","['fantasy', 'science', 'fiction', 'adventure']","['based', 'novel', 'book', 'dystopia', 'future']","['quadrant pictures', 'lionsgate', 'bron studios', '3 arts entertainment', 'tik films', 'hercules film fund', 'allison shearmur productions', 'creative wealth media finance']",6.787277794553114,2020s,"[-0.08050522  0.0870363   0.07737364 -0.13974501  0.12180086 -0.04794597
  0.16747285  0.07167508 -0.14389223 -0.0132671 ]","[ 0.186729   -0.02817641  0.73280555 -0.16732565 -0.20058659  0.09864177
  0.7309456   0.45643562 -0.17148854 -0.39615163]",[ 0.05579177  0.23113458  0.2641378   0.09661338 -0.07429436],[ 0.0707557   0.0551917   0.12106562  0.1002798  -0.03535747]
